C_CUSTKEY,C_NAME,C_ADDRESS,C_NATIONKEY,C_PHONE,C_ACCTBAL,C_MKTSEGMENT,C_COMMENT
545,Customer#000000545,"AsYw6k,nDUQcMOpEws",10,20-849-123-8918,7505.33,AUTOMOBILE, carefully final deposits. slyly unusual pinto beans may wake bold requests. unusual courts alongside 
574,Customer#000000574,ratVLdmp070,8,18-676-218-1058,9787.56,FURNITURE,al pinto beans. carefully ironic foxes cajole idly finally express theodolites. fluff
577,Customer#000000577,a73SSq2cip7C8nSzdmmscpZyLCZ7KL,14,24-662-826-1317,7059.15,FURNITURE,int furiously. slyly express pin
587,Customer#000000587,J2UwoJEQzAOTtuBrxGVag9iWSUPTp,6,16-585-233-5906,7077.79,AUTOMOBILE,ve the final asymptotes. carefully final deposits wake fu
1030,Customer#000001030,Xpt1BiB5h9o,8,18-759-877-1870,6359.27,HOUSEHOLD,ding to the slyly unusual accounts. even requests among the evenly
1114,Customer#000001114,f7 he8eByBFy6z7vcOajC1gaUKqmRN,14,24-630-988-3843,6446.83,BUILDING,ularly ironic platelets. pinto beans along the slyly express packages wake unusual packa
1144,Customer#000001144,DGLUWG9evYLNbYhOXVzqZ LdfIMVfBjDf,1,11-336-453-4489,4189.04,BUILDING," ideas. even, regular excuses after the ironic requests cajole blithe"
1190,Customer#000001190,JwzW9OtxFRXDnVo5hXl8 2A5VxH12,15,25-538-604-9042,2743.63,MACHINERY, regular deposits according to the pending packages wake blithely among the silent inst
1226,Customer#000001226,HKR1zog fXW,0,10-251-221-9440,2135.92,FURNITURE,ns. furiously pending packages hinder special accounts. sl
1240,Customer#000001240,XbvhyAXRkuujtESRmxeD9eQpYSkiCa,4,14-650-555-5310,5439.44,FURNITURE,"ans above the slyly regular ideas cajole furiously across the regular, regular decoys. furiously final asymptotes s"
1385,Customer#000001385,4jAtwsWIITPzhTIx7jblhjp9aAzejEGnu,3,13-693-138-5884,2326.75,BUILDING,ithely daring ideas? regular requests wake slyly ag
1397,Customer#000001397,1bk KBemIEsKhD3VyXa6IRLx 4GH u,8,18-294-992-6523,5466.83,AUTOMOBILE,"onic packages across the bold, regular dolphins boost furiously furious multipliers; furiously specia"
1462,Customer#000001462,"b9Ed,6BCKn5v37q1",17,27-153-195-4457,7305.88,FURNITURE,ously slyly express requests. spec
1486,Customer#000001486,7A2MhrNtsA,24,34-559-605-2237,5859.97,BUILDING,lithely ironic dependencies haggle quickly b
1537,Customer#000001537,Fx1vbSLG90yTE3KF2VGDMOeny,15,25-482-334-6480,4000.55,HOUSEHOLD, courts. quickly regular instructions are blithely silent excuses. slyly special theodolites use finally
1636,Customer#000001636,"t1VhiA5gssjGA4,o5b2e8WJHsaBAmCfm4G",20,30-559-573-5410,3228.88,FURNITURE,"to beans are quickly carefully regular dolphins. regular, ironic dolphins de"
1654,Customer#000001654,igHSnmh 6yMC3vF,5,15-299-167-7023,1522.54,AUTOMOBILE,"thely unusual requests boost slyly special, final requests. quickly exp"
1696,Customer#000001696,"HIJoLNtvjJbh5H0PturTaOBtSAQ3T,j7GSqq",16,26-115-967-9585,4978.11,BUILDING,eans across the even attainments haggle carefully above the furiously express req
785,Customer#000000785,gEkI8kSq8RYgO6tiTA0AB7urZX8s2w03JGwtMi9,18,28-808-670-2983,108.14,BUILDING,"nal theodolites. dogged, ironic deposits wake carefully. slyly regular requests after the furiously ironic "
802,Customer#000000802,ZDk4Suvi8gMp2LLAOW6nFA 3u,0,10-606-236-5778,1377.52,BUILDING,the carefully even pinto beans. carefully unusual pinto beans against the asymptotes cajol
829,Customer#000000829,"4oht3f64ZWA1,ACbBP9DNxjjG1CbIqOCK",8,18-404-707-6095,4086.56,MACHINERY,"deposits cajole slyly ironic, express packages. asymptotes cajole ruthlessly "
985,Customer#000000985,"0uAMe1ICB,wts4STD4eLL",23,33-408-194-5161,2701.21,HOUSEHOLD,gular deposits among the thin instructions haggle since the furiously final packages. ideas use. regular i
1057,Customer#000001057,"xyV8 FbW4xS,JhkxC0dY527tzcMKxM",24,34-750-735-1314,-377.11,AUTOMOBILE,s. furiously ironic deposits against the carefully bold accounts wake carefully even deposits. fluffily even
1084,Customer#000001084,E091r836A8TPqn5,2,12-378-899-7136,1416.75,FURNITURE,nstructions. fluffily pending pinto beans affix slyly; carefully pending requ
1105,Customer#000001105,"cZhhOUzv6,Vbaa2bFT",22,32-885-298-6750,9491.46,FURNITURE,y final packages. furiously ironic packages was. fluffily ironic instructions integrate
1108,Customer#000001108,9sPt6a66R0eCRVYh9QrF8zjxNWFFk8KU,7,17-408-450-8891,4997.35,BUILDING,rding to the final instructions. carefully final accounts wake along the carefully careful pinto beans. re
1147,Customer#000001147,AVjlczwVwL CT jO3sgWn,15,25-754-809-7107,7734.64,HOUSEHOLD,eposits. quickly express accounts are idly. slyly final platelets wak
1171,Customer#000001171,GatOC LsLU9MkgyaNMYH,8,18-457-394-2863,7658.97,HOUSEHOLD,c dolphins. accounts are slyl
1366,Customer#000001366,"v3YAa1hq4Qc7FdpLg4Jh0b7xo0soyvq1w,Yrb",20,30-193-707-6924,1634.7,HOUSEHOLD,the furiously final foxes. furiously bold depos
1411,Customer#000001411,4iLVKtSmtJpU,21,31-898-640-7625,772.14,AUTOMOBILE,sly final ideas. carefully bold pinto beans wake: slyly regular packages must sleep. final platelets inte
1450,Customer#000001450,z7Pl iXBEstivMNf,3,13-443-688-6724,857.7,MACHINERY,ains; daringly dogged deposits across the furiously regular instructions breach furiously foxes. carefully unusual a
1472,Customer#000001472, Eayx9GAqjJEwrGy1Er5 ffNtLL,5,15-464-411-8342,2168.61,MACHINERY, haggle against the carefully bold theodolites. quietly regular ideas haggle. pending pinto beans engage sl
1477,Customer#000001477,nUT6kGEr7tmgpJaPgfFtXY,6,16-407-756-8079,9103.33,MACHINERY,ites nag blithely alongside of the ironic accounts. accounts use. carefully silent deposits
1481,Customer#000001481,Vp7Um1Vy7MNVJvP 5cqUrz8scGtcaLJB3f5bZDW,12,22-674-694-9039,3204.67,AUTOMOBILE,"lithely. idly ruthless packages wake above the bold, quick pinto beans. regular ex"
1589,Customer#000001589,"As9UC67KvgdnJcZWfdz,",13,23-189-857-8090,-101.68,HOUSEHOLD,s boost final excuses. slyly ironic deposits wake quickly blithely silent requests. car
1672,Customer#000001672,ZqEat15B3nCQI4MaRoxdfhN3WIH96vWpUs80z4,23,33-169-930-6985,8586.04,FURNITURE,sts. thinly final accounts are about the blithely regular foxes. blithely even dolphins promise blithely speci
1714,Customer#000001714,6xIlLyed lGGxdneig8xdrvHZYHuLldIGeJu,23,33-251-747-7039,8569.5,BUILDING,ar packages. carefully final accounts wake carefully. slyly even ideas above the closely special reque
1717,Customer#000001717,"HufIAAW0Xbs3qoYpAVxk4KKvm,F",3,13-450-115-4347,1715.4,MACHINERY,s doubt. blithely silent accounts try to haggle: blithely ironic pinto beans boost furiously. carefully unusual a
838,Customer#000000838,BxDlz44b56kXjsTpl,5,15-919-192-7197,1605.76,AUTOMOBILE,elets. never express accounts haggle slyly. depths along the requests haggle bl
899,Customer#000000899,Th5XO5ImeCe9nHFQfQMCkNcmf5WHSeYQaR5TJ,2,12-594-534-9654,8605.53,FURNITURE,"rding to the furiously unusual accounts. express, express accounts nag furiously. ide"
917,Customer#000000917,"KZ TS0omSFmUQkIOmzlXhwQS,OcF3wzz5",1,11-100-917-5264,3679.65,HOUSEHOLD,arefully fluffy pinto beans. enticingly silent requests affix furiously busily regular ide
941,Customer#000000941,297w97UgOfpV3pv2QniJUWBKq0BRpcawOfpj,19,29-745-875-1061,2990.18,FURNITURE,"e furiously along the slyly bold pains. ironic, ironic foxes affix quickly even deposits. packages caj"
1091,Customer#000001091,"4ye7wJ3gU92RZCpwTtDi8Ws,",17,27-336-955-4882,-710.53,BUILDING,y. carefully ironic excuses sleep quickly fluffily even requests. fi
1159,Customer#000001159,IAnWq4YFKs7,2,12-269-807-3861,5553.75,HOUSEHOLD,ages sleep fluffily. packages after the carefully express packages nag slyl
1270,Customer#000001270,HPcuKCEtUzP3np7 oDR,13,23-473-283-1422,6170.06,MACHINERY,"oost along the unusual, permanent pinto beans. even packages integrate slyly according to the pendin"
1307,Customer#000001307,L OAVSFQauP87kLdHouM8,3,13-970-299-8199,4344.52,MACHINERY,"ts. brave, express packages boost. even, pending instructions nag blithely regular theodolite"
1393,Customer#000001393,"zVp5Hbhro,9rTwCYys1HUk",24,34-953-819-7858,5672.05,FURNITURE,escapades. fluffily ironic packages nag among the slyly regular dolphins. special asymptot
1546,Customer#000001546,kFu hXaTK2Vk,20,30-788-120-7833,4488.33,AUTOMOBILE,"sts haggle furiously. even, regular packages sleep. idly idle somas affix furiousl"
1697,Customer#000001697,TQj18iiC1gziLOnTileoy,24,34-288-313-5272,-913.24,FURNITURE,nding dependencies wake alongside of the sly
1772,Customer#000001772,"AQla93nCHVF6jkq,J",13,23-887-525-9315,6394.26,MACHINERY,e slyly ironic requests. furiously bold courts thrash blithely bold foxes. slyly express foxes 
832,Customer#000000832,eNIy9PatAWlh0,19,29-264-864-8387,-201.49,HOUSEHOLD,the special ideas. finally ironic accounts doubt. slyly regular ideas
877,Customer#000000877,uYO2BKogrHcOcHEgzjlmZAa1QYyR45i8,16,26-400-912-7812,1755.33,MACHINERY,packages cajole carefully. slyly regular pinto beans bo
923,Customer#000000923,ckBLWkfYtn2VZXWWqUGbDgbP,11,21-476-142-5086,7462.2,HOUSEHOLD,"s. furiously express depths boost. regular requests boost furiously. even, unusual deposits cajole blithely. expre"
928,Customer#000000928,A9 UduEb48ffOe27FxMXF,21,31-508-509-6393,8330.7,HOUSEHOLD, instructions cajole fluffily alongside of the blithely regular re
976,Customer#000000976,I78UJ2ks3sbcd0c2NQ7aH,19,29-436-660-4732,7772.85,BUILDING,"special requests wake carefully regular somas. special theodolites wake regular, unusual pinto beans. furi"
995,Customer#000000995,5tCSAsm4qL5OvHdRZsiwSlVTdqPZws3f,13,23-272-700-1002,-341.79,BUILDING,wake slyly fluffily unusual requests. stealthily regular pinto beans are along the slyly final dugouts. slyly 
1021,Customer#000001021,m h2wQbujQnQOrcf109reW0 o,6,16-469-554-5196,1286.76,MACHINERY,courts could hang quickly express epitaphs. foxes haggle above the carefully unusual requ
1081,Customer#000001081,eGGRjZex7YANvD1jfnPMcBK2JbM,12,22-866-942-1021,8647.42,MACHINERY,pendencies haggle after the quickly special instructions. furio
1216,Customer#000001216,CSf1BbFhJhucmvftOwYLQACMEqgXj,3,13-673-633-4561,2155.06,AUTOMOBILE,eposits. slyly ironic dependencies haggle quickly. slyly close orbits above
1277,Customer#000001277,2ETOoQWtvxqp,14,24-502-746-4128,-52.35,BUILDING,oss the packages. packages doze car
1502,Customer#000001502,"FIsFVFApqxzRHQrRjAlODHWTDZc35,BD0c7CuyVy",13,23-873-733-3833,3361.88,FURNITURE, carefully express requests. quickly even in
1600,Customer#000001600,GFgAlTCNWGZU4Gyk9glu8uX2vZ,20,30-563-390-7858,7027.54,BUILDING, sleep blithely along the slyly ironic deposits. blithely permanent accounts nag. fluffily ironic accounts
1607,Customer#000001607,JrtvTEYpFdqK68WSabydH6dz9Opj6X5orhrIYeHY,23,33-529-928-4089,1543.75,FURNITURE,ites sleep furiously quickly pending somas. fluffily special
1645,Customer#000001645,"2gNNcbkeFHKEgl4WSW7G8XpXL0VW,6MtTc0G",16,26-174-526-8279,7085.79,MACHINERY,ic theodolites. furiously regular theodolites nag furiously carefully pending pinto beans. blithely unusual de
1688,Customer#000001688,KE2TYjMt08,3,13-420-827-4701,3929.06,BUILDING,ckages use slyly. pinto beans haggle regular instructions. blithely even theodolites cajo
1753,Customer#000001753,XlL3uXUfcHDfQ 4unoq pbTPbUzO,11,21-214-570-7769,5787.81,MACHINERY, carefully regular asymptotes a
1786,Customer#000001786,pZAHd2LxDUbgcS1WQBN4vvoR5BeNpckOkl7DhG9,6,16-436-900-4501,-51.99,AUTOMOBILE,nts sleep among the quickly regular excuses. slyly even 
1798,Customer#000001798,fOQAhX8wjDFg8tpeOa L ZdgFlOC69bvmZE,7,17-422-203-8428,6072.64,HOUSEHOLD,hely about the carefully bold deposits. quickly ruthless warthogs w
2002,Customer#000002002,u2ZMTb2TqaND0MnXfku7juxnFVvo,14,24-159-880-1131,5326.64,BUILDING,decoys. ironic dependencies integrate closely. slyly quiet courts thrash slyly above the furi
2030,Customer#000002030,FK1dAD7950gmKt6qaTXGJ8P00M rWlg,10,20-967-685-8599,5839.38,FURNITURE," dolphins. special deposits sleep! unusual, regular instructions are bl"
2071,Customer#000002071,0g5mpIwGXQwMm6imHv63b5NHu64Ej2N,12,22-899-598-1520,-455.22,BUILDING,y silent deposits. furiously unusual accounts integrate slyly. ex
2107,Customer#000002107," 4AWPXKe4aC3bYsTJvy49VcWZ,bR",17,27-285-327-1393,1229.95,MACHINERY,s. accounts believe final deposits. quietly pending deposits across the iron
2110,Customer#000002110,DfWiHFA14uGK4YN9C0E4IN vItxZRZm43tnWmBgd,7,17-919-160-2226,5462.99,MACHINERY,"y regular, final asymptotes. furiously ironic instructions along the express platelets sleep q"
2254,Customer#000002254,Qvqpb5DoYZCO2eF6qZ2eTONiKzhitL,8,18-167-442-7532,9238.01,AUTOMOBILE,sly special theodolites. quickly regular excuses according to the carefully ironic accounts sleep fluffi
2267,Customer#000002267,"A0bjQBu4LYz8ZCqFiQIRgYO5ZyInfD,aQrs8q",21,31-727-213-7772,6891.66,MACHINERY,iously. furiously furious requests s
2305,Customer#000002305,TCBczK JN25QJ nPtM5KIs91lXhdowHy,9,19-202-593-2752,7492.03,MACHINERY,"sleep carefully about the pending, fi"
2498,Customer#000002498,jzOIywmUXFl2,0,10-959-460-6272,2223.65,BUILDING,"y even theodolites. even, special"
2629,Customer#000002629,"mY,c4Kx4LM7t",17,27-462-810-2533,700.15,HOUSEHOLD,nto beans sleep after the bravely regular packages. fur
2677,Customer#000002677,eD6ySbzGVsriu2R2sSv3OhunA9JggSgD2nf,9,19-398-435-1721,1374.68,AUTOMOBILE, alongside of the blithely express deposits are carefully according to the foxes. r
2722,Customer#000002722,"ylEl,4fjqdFWmMQkV9YPf0JQ",7,17-452-432-9843,2431.68,HOUSEHOLD,carefully? regular foxes sleep fluffily. pending dinos wake quickly bold requests. slyly pending deposits su
2759,Customer#000002759,x1e4BVbKZt Bup6uZsOcYblZrZNNIdkdzRPl,4,14-135-613-6056,6262.86,HOUSEHOLD,as sleep furiously instructions. regular pinto beans 
2765,Customer#000002765,3ryCqRwE05A8HlIh60U,19,29-693-534-1697,9473.39,AUTOMOBILE,ts wake fluffily to the fluffily even ideas. doggedly express foxes are carefully. quickly ir
2779,Customer#000002779,"kDywiSZ6Bv3r OgIcSxmmDCBmvkiMSI4,1LG Gqp",16,26-179-989-6456,123.63,AUTOMOBILE,deposits nag furiously about the slyly final braids. furiously regular depths cajole quickly alongside of the
2788,Customer#000002788,"LqAefcfi4,qmih",16,26-850-377-1849,4013.48,HOUSEHOLD,y players? quickly regular depos
2887,Customer#000002887,rxHZg0pWt0n9unOOpEIovfPjWZ8cXgfM5,12,22-926-969-2109,8253.18,BUILDING,"ely unusual, ironic requests. carefully permanent accounts wake car"
2944,Customer#000002944,u8Iq0RW82AiCoTkxfN7,11,21-120-715-3525,7205.95,MACHINERY,"breach about the regular, pending "
3283,Customer#000003283,yU7IeiChQGBZx OFjXmZfSdSVjRxpV6HU76W D,21,31-514-170-2526,1062.43,HOUSEHOLD,ies promise furiously after the furiously express asymptotes. requests eat finally. fur
3442,Customer#000003442,67P9KOiLjV70mKpusOVvu8TrbtiRM5W2 CA,1,11-431-610-5104,8164.56,HOUSEHOLD, dinos poach blithely across the slyly final packages. slyly regular pinto beans
3451,Customer#000003451,UbM2A8GB2VFQ,5,15-160-369-7292,1720.73,MACHINERY,"ndencies nag ruthlessly alongside of the slyly final warhorses. ironic, unusual packages "
3563,Customer#000003563,ITPPa21jHRQ,16,26-292-602-2573,-183.62,FURNITURE,equests haggle carefully. final deposits cajole across the blithely pending instructions. slyly express asym
3593,Customer#000003593,hoiqm33xghEAzm8xX,17,27-784-830-5667,1677.56,FURNITURE, blithely unusual instructions sleep slyly furiously final pinto beans. carefully silent deposits cajole. regu
1814,Customer#000001814,wrzLhEh9DAAHPrh19AGxqCxBWQjO52j4qA1fmqw6,13,23-588-705-2608,5215.32,AUTOMOBILE,ully special packages on the bold accounts sleep among the furiously ironic requests. final requests detect quickl
1855,Customer#000001855,REHQRPduxffKW5vE8Laf,13,23-239-487-1955,9936.71,MACHINERY,nto beans cajole. pending packages nag quickly according to the packages. s
1981,Customer#000001981,wctyYavWwznYKAs4,13,23-867-283-2614,3283.9,FURNITURE,"ding to the blithely bold deposits. ironic packages detect blithely deposits. regular, specia"
2012,Customer#000002012,im31CJtfm5Iy,13,23-294-157-4043,8719.18,HOUSEHOLD,structions mold alongside of the fluffily pending pinto beans. fluffily regular pi
2023,Customer#000002023,SL0Lc5frokhdhoqTqKerHsU6XQusoS,16,26-376-733-5140,-382.76,HOUSEHOLD,ously final accounts boost quickly ironic foxes. quickly bold braids wa
2185,Customer#000002185,"u1h7nqpn7QexehxcxNWNdTBfOM3MF7,1gUK",24,34-897-547-7477,5557.63,HOUSEHOLD,ckly across the furiously regular dolphins. q
2210,Customer#000002210,W25PW480pE4 4L f,10,20-915-717-1480,6758.15,FURNITURE,ag blithely silent asymptotes. unusual courts sleep. reg
2281,Customer#000002281,YqOHVkZFObP,24,34-944-432-4177,1661.92,BUILDING,n accounts nag. regular deposits are furiously. car
2579,Customer#000002579,cQnDYaqeaQ uPdgCq2gtbIm,8,18-938-963-3515,319.72,MACHINERY,ely blithely regular theodolites. fluffily regular deposits use fu
2584,Customer#000002584,2AhS5EQfER,24,34-624-788-8077,6050.89,BUILDING,ording to the carefully unusual accounts
2693,Customer#000002693,"SJtAUnwXytmMk,3,9BCFyj7l4kboM4oPZ33CdFAa",2,12-378-977-9073,5753.27,BUILDING,"refully enticing, silent requests. blithely final "
2794,Customer#000002794,RBl3 hN8vD8u7X8WlRdzC,11,21-992-633-6389,9474.41,FURNITURE,"out the excuses. fluffily final ideas nag about the blithely final asymptotes. express, e"
2935,Customer#000002935,"PHvSx aJAPysnZtWu4, fthNJyCh6k",17,27-318-635-1375,5320.34,FURNITURE,riously fluffily bold pinto beans. quickly regular accounts do detect above the quickly ironic accounts. 
3001,Customer#000003001,"h6YZPM3Tu0zRyjHXTxA0afGB,jap 5q8r",9,19-701-953-9452,4224.75,HOUSEHOLD,ructions promise blithely bold requests. pen
3076,Customer#000003076,i8Iw7NSlGtLxD,22,32-334-440-4982,2486.04,AUTOMOBILE," regular accounts nag blithely ironic, silent pinto beans. quietly silent warhorse"
3173,Customer#000003173,ejRjweYIoXPsA,24,34-807-882-3588,5599.64,FURNITURE,side of the bold sheaves. slyly silent realms haggle alongside of the sl
3208,Customer#000003208,"0fiXQoPwoF,qnibYBG44WuZnEzEEpnKfq8hvvo",18,28-744-679-8957,9859.51,AUTOMOBILE,deposits. fluffily final pinto beans about the slyly even instructions boost carefull
3326,Customer#000003326,33uK179LWoPU v,13,23-347-466-7021,1950.12,HOUSEHOLD, among the daring requests. foxes are regular foxes. ironic requests sleep
3436,Customer#000003436,kwYKhk5K0a8loc7mOh94koZx,15,25-612-786-4827,-610.7,AUTOMOBILE,e blithely final theodolites. regular deposits use permanently blithely final asymptotes. blithely ironic theodolite
3656,Customer#000003656,"4vBnqf6BWGZzJhKvcCqoocXFPprlATJK9ukK,g",4,14-456-444-9647,237.67,HOUSEHOLD,cross the blithely unusual instructions. 
